988	2021.11.06	2	13	20	30	31	41
987	2021.10.30	2	4	15	23	29	38
986	2021.10.23	7	10	16	28	41	42
985	2021.10.16	17	21	23	30	34	44
984	2021.10.09	3	10	23	35	36	37
983	2021.10.02	13	23	26	31	35	43
982	2021.09.25	5	7	13	20	21	44
981	2021.09.18	27	36	37	41	43	45
980	2021.09.11	3	13	16	23	24	35
979	2021.09.04	7	11	16	21	27	33
978	2021.08.28	1	7	15	32	34	42
977	2021.08.21	2	9	10	14	22	44
976	2021.08.14	4	12	14	25	35	37
975	2021.08.07	7	8	9	17	22	24
974	2021.07.31	1	2	11	16	39	44
973	2021.07.24	22	26	31	37	41	42
972	2021.07.17	3	6	17	23	37	39
971	2021.07.10	2	6	17	18	21	26
970	2021.07.03	9	11	16	21	28	36
969	2021.06.26	3	9	10	29	40	45
968	2021.06.19	2	5	12	14	24	39
967	2021.06.12	1	6	13	37	38	40
966	2021.06.05	1	21	25	29	34	37
965	2021.05.29	2	13	25	28	29	36
964	2021.05.22	6	21	36	38	39	43
963	2021.05.15	6	12	19	23	34	42
962	2021.05.08	1	18	28	31	34	43
961	2021.05.01	11	20	29	31	33	42
960	2021.04.24	2	18	24	30	32	45
959	2021.04.17	1	14	15	24	40	41
958	2021.04.10	2	9	10	16	35	37
957	2021.04.03	4	15	24	35	36	40
956	2021.03.27	10	11	20	21	25	41
955	2021.03.20	4	9	23	26	29	33
954	2021.03.13	1	9	26	28	30	41
953	2021.03.06	7	9	22	27	37	42
952	2021.02.27	4	12	22	24	33	41
951	2021.02.20	2	12	30	31	39	43
950	2021.02.13	3	4	15	22	28	40
949	2021.02.06	14	21	35	36	40	44
948	2021.01.30	13	18	30	31	38	41
947	2021.01.23	3	8	17	20	27	35
946	2021.01.16	9	18	19	30	34	40
945	2021.01.09	9	10	15	30	33	37
944	2021.01.02	2	13	16	19	32	33
943	2020.12.26	1	8	13	36	44	45
942	2020.12.19	10	12	18	35	42	43
941	2020.12.12	12	14	25	27	39	40
940	2020.12.05	3	15	20	22	24	41
939	2020.11.28	4	11	28	39	42	45
938	2020.11.21	4	8	10	16	31	36
937	2020.11.14	2	10	13	22	29	40
936	2020.11.07	7	11	13	17	18	29
935	2020.10.31	4	10	20	32	38	44
934	2020.10.24	1	3	30	33	36	39
933	2020.10.17	23	27	29	31	36	45
932	2020.10.10	1	6	15	36	37	38
931	2020.10.03	14	15	23	25	35	43
930	2020.09.26	8	21	25	38	39	44
929	2020.09.19	7	9	12	15	19	23
928	2020.09.12	3	4	10	20	28	44
927	2020.09.05	4	15	22	38	41	43
926	2020.08.29	10	16	18	20	25	31
925	2020.08.22	13	24	32	34	39	42
924	2020.08.15	3	11	34	42	43	44
923	2020.08.08	3	17	18	23	36	41
922	2020.08.01	2	6	13	17	27	43
921	2020.07.25	5	7	12	22	28	41
920	2020.07.18	2	3	26	33	34	43
919	2020.07.11	9	14	17	18	42	44
918	2020.07.04	7	11	12	31	33	38
917	2020.06.27	1	3	23	24	27	43
916	2020.06.20	6	21	22	32	35	36
915	2020.06.13	2	6	11	13	22	37
914	2020.06.06	16	19	24	33	42	44
913	2020.05.30	6	14	16	21	27	37
912	2020.05.23	5	8	18	21	22	38
911	2020.05.16	4	5	12	14	32	42
910	2020.05.09	1	11	17	27	35	39
909	2020.05.02	7	24	29	30	34	35
908	2020.04.25	3	16	21	22	23	44
907	2020.04.18	21	27	29	38	40	44
906	2020.04.11	2	5	14	28	31	32
905	2020.04.04	3	4	16	27	38	40
904	2020.03.28	2	6	8	26	43	45
903	2020.03.21	2	15	16	21	22	28
902	2020.03.14	7	19	23	24	36	39
901	2020.03.07	5	18	20	23	30	34
900	2020.02.29	7	13	16	18	35	38
899	2020.02.22	8	19	20	21	33	39
898	2020.02.15	18	21	28	35	37	42
897	2020.02.08	6	7	12	22	26	36
896	2020.02.01	5	12	25	26	38	45
895	2020.01.25	16	26	31	38	39	41
894	2020.01.18	19	32	37	40	41	43
893	2020.01.11	1	15	17	23	25	41
892	2020.01.04	4	9	17	18	26	42
891	2019.12.28	9	13	28	31	39	41
890	2019.12.21	1	4	14	18	29	37
889	2019.12.14	3	13	29	38	39	42
888	2019.12.07	3	7	12	31	34	38
887	2019.11.30	8	14	17	27	36	45
886	2019.11.23	19	23	28	37	42	45
885	2019.11.16	1	3	24	27	39	45
884	2019.11.09	4	14	23	28	37	45
883	2019.11.02	9	18	32	33	37	44
882	2019.10.26	18	34	39	43	44	45
881	2019.10.19	4	18	20	26	27	32
880	2019.10.12	7	17	19	23	24	45
879	2019.10.05	1	4	10	14	15	35
878	2019.09.28	2	6	11	16	25	31
877	2019.09.21	5	17	18	22	23	43
876	2019.09.14	5	16	21	26	34	42
875	2019.09.07	19	22	30	34	39	44
874	2019.08.31	1	15	19	23	28	42
873	2019.08.24	3	5	12	13	33	39
872	2019.08.17	2	4	30	32	33	43
871	2019.08.10	2	6	12	26	30	34
870	2019.08.03	21	25	30	32	40	42
869	2019.07.27	2	6	20	27	37	39
868	2019.07.20	12	17	28	41	43	44
867	2019.07.13	14	17	19	22	24	40
866	2019.07.06	9	15	29	34	37	39
865	2019.06.29	3	15	22	32	33	45
864	2019.06.22	3	7	10	13	25	36
863	2019.06.15	16	21	28	35	39	43
862	2019.06.08	10	34	38	40	42	43
861	2019.06.01	11	17	19	21	22	25
860	2019.05.25	4	8	18	25	27	32
859	2019.05.18	8	22	35	38	39	41
858	2019.05.11	9	13	32	38	39	43
857	2019.05.04	6	10	16	28	34	38
856	2019.04.27	10	24	40	41	43	44
855	2019.04.20	8	15	17	19	43	44
854	2019.04.13	20	25	31	32	36	43
853	2019.04.06	2	8	23	26	27	44
852	2019.03.30	11	17	28	30	33	35
851	2019.03.23	14	18	22	26	31	44
850	2019.03.16	16	20	24	28	36	39
849	2019.03.09	5	13	17	29	34	39
848	2019.03.02	1	2	16	22	38	39
847	2019.02.23	12	16	26	28	30	42
846	2019.02.16	5	18	30	41	43	45
845	2019.02.09	1	16	29	33	40	45
844	2019.02.02	7	8	13	15	33	45
843	2019.01.26	19	21	30	33	34	42
842	2019.01.19	14	26	32	36	39	42
841	2019.01.12	5	11	14	30	33	38
840	2019.01.05	2	4	11	28	29	43
839	2018.12.29	3	9	11	12	13	19
838	2018.12.22	9	14	17	33	36	38
837	2018.12.15	2	25	28	30	33	45
836	2018.12.08	1	9	11	14	26	28
835	2018.12.01	9	10	13	28	38	45
834	2018.11.24	6	8	18	35	42	43
833	2018.11.17	12	18	30	39	41	42
832	2018.11.10	13	14	19	26	40	43
831	2018.11.03	3	10	16	19	31	39
830	2018.10.27	5	6	16	18	37	38
829	2018.10.20	4	5	31	35	43	45
828	2018.10.13	4	7	13	29	31	39
827	2018.10.06	5	11	12	29	33	44
826	2018.09.29	13	16	24	25	33	36
825	2018.09.22	8	15	21	31	33	38
824	2018.09.15	7	9	24	29	34	38
823	2018.09.08	12	18	24	26	39	40
822	2018.09.01	9	18	20	24	27	36
821	2018.08.25	1	12	13	24	29	44
820	2018.08.18	10	21	22	30	35	42
819	2018.08.11	16	25	33	38	40	45
818	2018.08.04	14	15	25	28	29	30
817	2018.07.28	3	9	12	13	25	43
816	2018.07.21	12	18	19	29	31	39
815	2018.07.14	17	21	25	26	27	36
814	2018.07.07	2	21	28	38	42	45
813	2018.06.30	11	30	34	35	42	44
812	2018.06.23	1	3	12	14	16	43
811	2018.06.16	8	11	19	21	36	45
810	2018.06.09	5	10	13	21	39	43
809	2018.06.02	6	11	15	17	23	40
808	2018.05.26	15	21	31	32	41	43
807	2018.05.19	6	10	18	25	34	35
806	2018.05.12	14	20	23	31	37	38
805	2018.05.05	3	12	13	18	31	32
804	2018.04.28	1	10	13	26	32	36
803	2018.04.21	5	9	14	26	30	43
802	2018.04.14	10	11	12	18	24	42
801	2018.04.07	17	25	28	37	43	44
800	2018.03.31	1	4	10	12	28	45
799	2018.03.24	12	17	23	34	42	45
798	2018.03.17	2	10	14	22	32	36
797	2018.03.10	5	22	31	32	39	45
796	2018.03.03	1	21	26	36	40	41
795	2018.02.24	3	10	13	26	34	38
794	2018.02.17	6	7	18	19	30	38
793	2018.02.10	10	15	21	35	38	43
792	2018.02.03	2	7	19	25	29	36
791	2018.01.27	2	10	12	31	33	42
790	2018.01.20	3	8	19	27	30	41
789	2018.01.13	2	6	7	12	19	45
788	2018.01.06	2	10	11	19	35	39
787	2017.12.30	5	6	13	16	27	28
786	2017.12.23	12	15	16	20	24	30
785	2017.12.16	4	6	15	25	26	33
784	2017.12.09	3	10	23	24	31	39
783	2017.12.02	14	15	16	17	38	45
782	2017.11.25	6	18	31	34	38	45
781	2017.11.18	11	16	18	19	24	39
780	2017.11.11	15	17	19	21	27	45
779	2017.11.04	6	12	19	24	34	41
778	2017.10.28	6	21	35	36	37	41
777	2017.10.21	6	12	17	21	34	37
776	2017.10.14	8	9	18	21	28	40
775	2017.10.07	11	12	29	33	38	42
774	2017.09.30	12	15	18	28	34	42
773	2017.09.23	8	12	19	21	31	35
772	2017.09.16	5	6	11	14	21	41
771	2017.09.09	6	10	17	18	21	29
770	2017.09.02	1	9	12	23	39	43
769	2017.08.26	5	7	11	16	41	45
768	2017.08.19	7	27	29	30	38	44
767	2017.08.12	5	15	20	31	34	42
766	2017.08.05	9	30	34	35	39	41
765	2017.07.29	1	3	8	12	42	43
764	2017.07.22	7	22	24	31	34	36
763	2017.07.15	3	8	16	32	34	43
762	2017.07.08	1	3	12	21	26	41
761	2017.07.01	4	7	11	24	42	45
760	2017.06.24	10	22	27	31	42	43
759	2017.06.17	9	33	36	40	42	43
758	2017.06.10	5	9	12	30	39	43
757	2017.06.03	6	7	11	17	33	44
756	2017.05.27	10	14	16	18	27	28
755	2017.05.20	13	14	26	28	30	36
754	2017.05.13	2	8	17	24	29	31
753	2017.05.06	2	17	19	24	37	41
752	2017.04.29	4	16	20	33	40	43
751	2017.04.22	3	4	16	20	28	44
750	2017.04.15	1	2	15	19	24	36
749	2017.04.08	12	14	24	26	34	45
748	2017.04.01	3	10	13	22	31	32
747	2017.03.25	7	9	12	14	23	28
746	2017.03.18	3	12	33	36	42	45
745	2017.03.11	1	2	3	9	12	23
744	2017.03.04	10	15	18	21	34	41
743	2017.02.25	15	19	21	34	41	44
742	2017.02.18	8	10	13	36	37	40
741	2017.02.11	5	21	27	34	44	45
740	2017.02.04	4	8	9	16	17	19
739	2017.01.28	7	22	29	33	34	35
738	2017.01.21	23	27	28	38	42	43
737	2017.01.14	13	15	18	24	27	41
736	2017.01.07	2	11	17	18	21	27
735	2016.12.31	5	10	13	27	37	41
734	2016.12.24	6	16	37	38	41	45
733	2016.12.17	11	24	32	33	35	40
732	2016.12.10	2	4	5	17	27	32
731	2016.12.03	2	7	13	25	42	45
730	2016.11.26	4	10	14	15	18	22
729	2016.11.19	11	17	21	26	36	45
728	2016.11.12	3	6	10	30	34	37
727	2016.11.05	7	8	10	19	21	31
726	2016.10.29	1	11	21	23	34	44
725	2016.10.22	6	7	19	21	41	43
724	2016.10.15	2	8	33	35	37	41
723	2016.10.08	20	30	33	35	36	44
722	2016.10.01	12	14	21	30	39	43
721	2016.09.24	1	28	35	41	43	44
720	2016.09.17	1	12	29	34	36	37
719	2016.09.10	4	8	13	19	20	43
718	2016.09.03	4	11	20	23	32	39
717	2016.08.27	2	11	19	25	28	32
716	2016.08.20	2	6	13	16	29	30
715	2016.08.13	2	7	27	33	41	44
714	2016.08.06	1	7	22	33	37	40
713	2016.07.30	2	5	15	18	19	23
712	2016.07.23	17	20	30	31	33	45
711	2016.07.16	11	15	24	35	37	45
710	2016.07.09	3	4	9	24	25	33
709	2016.07.02	10	18	30	36	39	44
708	2016.06.25	2	10	16	19	34	45
707	2016.06.18	2	12	19	24	39	44
706	2016.06.11	3	4	6	10	28	30
705	2016.06.04	1	6	17	22	28	45
704	2016.05.28	1	4	8	23	33	42
703	2016.05.21	10	28	31	33	41	44
702	2016.05.14	3	13	16	24	26	29
701	2016.05.07	3	10	14	16	36	38
700	2016.04.30	11	23	28	29	30	44
699	2016.04.23	4	5	8	16	21	29
698	2016.04.16	3	11	13	21	33	37
697	2016.04.09	2	5	8	11	33	39
696	2016.04.02	1	7	16	18	34	38
695	2016.03.26	4	18	26	33	34	38
694	2016.03.19	7	15	20	25	33	43
693	2016.03.12	1	6	11	28	34	42
692	2016.03.05	3	11	14	15	32	36
691	2016.02.27	15	27	33	35	43	45
690	2016.02.20	24	25	33	34	38	39
689	2016.02.13	7	17	19	30	36	38
688	2016.02.06	5	15	22	23	34	35
687	2016.01.30	1	8	10	13	28	42
686	2016.01.23	7	12	15	24	25	43
685	2016.01.16	6	7	12	28	38	40
684	2016.01.09	1	11	15	17	25	39
683	2016.01.02	6	13	20	27	28	40
682	2015.12.26	17	23	27	35	38	43
681	2015.12.19	21	24	27	29	43	44
680	2015.12.12	4	10	19	29	32	42
679	2015.12.05	3	5	7	14	26	34
678	2015.11.28	4	5	6	12	25	37
677	2015.11.21	12	15	24	36	41	44
676	2015.11.14	1	8	17	34	39	45
675	2015.11.07	1	8	11	15	18	45
674	2015.10.31	9	10	14	25	27	31
673	2015.10.24	7	10	17	29	33	44
672	2015.10.17	8	21	28	31	36	45
671	2015.10.10	7	9	10	13	31	35
670	2015.10.03	11	18	26	27	40	41
669	2015.09.26	7	8	20	29	33	38
668	2015.09.19	12	14	15	24	27	32
667	2015.09.12	15	17	25	37	42	43
666	2015.09.05	2	4	6	11	17	28
665	2015.08.29	5	6	11	17	38	44
664	2015.08.22	10	20	33	36	41	44
663	2015.08.15	3	5	8	19	38	42
662	2015.08.08	5	6	9	11	15	37
661	2015.08.01	2	3	12	20	27	38
660	2015.07.25	4	9	23	33	39	44
659	2015.07.18	7	18	19	27	29	42
658	2015.07.11	8	19	25	28	32	36
657	2015.07.04	10	14	19	39	40	43
656	2015.06.27	3	7	14	16	31	40
655	2015.06.20	7	37	38	39	40	44
654	2015.06.13	16	21	26	31	36	43
653	2015.06.06	5	6	26	27	38	39
652	2015.05.30	3	13	15	40	41	44
651	2015.05.23	11	12	16	26	29	44
650	2015.05.16	3	4	7	11	31	41
649	2015.05.09	3	21	22	33	41	42
648	2015.05.02	13	19	28	37	38	43
647	2015.04.25	5	16	21	23	24	30
646	2015.04.18	2	9	24	41	43	45
645	2015.04.11	1	4	16	26	40	41
644	2015.04.04	5	13	17	23	28	36
643	2015.03.28	15	24	31	32	33	40
642	2015.03.21	8	17	18	24	39	45
641	2015.03.14	11	18	21	36	37	43
640	2015.03.07	14	15	18	21	26	35
639	2015.02.28	6	15	22	23	25	32
638	2015.02.21	7	18	22	24	31	34
637	2015.02.14	3	16	22	37	38	44
636	2015.02.07	6	7	15	16	20	31
635	2015.01.31	11	13	25	26	29	33
634	2015.01.24	4	10	11	12	20	27
633	2015.01.17	9	12	19	20	39	41
632	2015.01.10	15	18	21	32	35	44
631	2015.01.03	1	2	4	23	31	34
630	2014.12.27	8	17	21	24	27	31
629	2014.12.20	19	28	31	38	43	44
628	2014.12.13	1	7	12	15	23	42
627	2014.12.06	2	9	22	25	31	45
626	2014.11.29	13	14	26	33	40	43
625	2014.11.22	3	6	7	20	21	39
624	2014.11.15	1	7	19	26	27	35
623	2014.11.08	7	13	30	39	41	45
622	2014.11.01	9	15	16	21	28	34
621	2014.10.25	1	2	6	16	19	42
620	2014.10.18	2	16	17	32	39	45
619	2014.10.11	6	8	13	30	35	40
618	2014.10.04	8	16	25	30	42	43
617	2014.09.27	4	5	11	12	24	27
616	2014.09.20	5	13	18	23	40	45
615	2014.09.13	10	17	18	19	23	27
614	2014.09.06	8	21	25	39	40	44
613	2014.08.30	7	8	11	16	41	44
612	2014.08.23	6	9	18	19	25	33
611	2014.08.16	2	22	27	33	36	37
610	2014.08.09	14	18	20	23	28	36
609	2014.08.02	4	8	27	34	39	40
608	2014.07.26	4	8	18	19	39	44
607	2014.07.19	8	14	23	36	38	39
606	2014.07.12	1	5	6	14	20	39
605	2014.07.05	1	2	7	9	10	38
604	2014.06.28	2	6	18	21	33	34
603	2014.06.21	2	19	25	26	27	43
602	2014.06.14	13	14	22	27	30	38
601	2014.06.07	2	16	19	31	34	35
600	2014.05.31	5	11	14	27	29	36
599	2014.05.24	5	12	17	29	34	35
598	2014.05.17	4	12	24	33	38	45
597	2014.05.10	8	10	23	24	35	43
596	2014.05.03	3	4	12	14	25	43
595	2014.04.26	8	24	28	35	38	40
594	2014.04.19	2	8	13	25	28	37
593	2014.04.12	9	10	13	24	33	38
592	2014.04.05	2	5	6	13	28	44
591	2014.03.29	8	13	14	30	38	39
590	2014.03.22	20	30	36	38	41	45
589	2014.03.15	6	8	28	33	38	39
588	2014.03.08	2	8	15	22	25	41
587	2014.03.01	14	21	29	31	32	37
586	2014.02.22	2	7	12	15	21	34
585	2014.02.15	6	7	10	16	38	41
584	2014.02.08	7	18	30	39	40	41
583	2014.02.01	8	17	27	33	40	44
582	2014.01.25	2	12	14	33	40	41
581	2014.01.18	3	5	14	20	42	44
580	2014.01.11	5	7	9	11	32	35
579	2014.01.04	5	7	20	22	37	42
578	2013.12.28	5	12	14	32	34	42
577	2013.12.21	16	17	22	31	34	37
576	2013.12.14	10	11	15	25	35	41
575	2013.12.07	2	8	20	30	33	34
574	2013.11.30	14	15	16	19	25	43
573	2013.11.23	2	4	20	34	35	43
572	2013.11.16	3	13	18	33	37	45
571	2013.11.09	11	18	21	26	38	43
570	2013.11.02	1	12	26	27	29	33
569	2013.10.26	3	6	13	23	24	35
568	2013.10.19	1	3	17	20	31	44
567	2013.10.12	1	10	15	16	32	41
566	2013.10.05	4	5	6	25	26	43
565	2013.09.28	4	10	18	27	40	45
564	2013.09.21	14	19	25	26	27	34
563	2013.09.14	5	10	16	17	31	32
562	2013.09.07	4	11	13	17	20	31
561	2013.08.31	5	7	18	37	42	45
560	2013.08.24	1	4	20	23	29	45
559	2013.08.17	11	12	25	32	44	45
558	2013.08.10	12	15	19	26	40	43
557	2013.08.03	4	20	26	28	35	40
556	2013.07.27	12	20	23	28	30	44
555	2013.07.20	11	17	21	24	26	36
554	2013.07.13	13	14	17	32	41	42
553	2013.07.06	2	7	17	28	29	39
552	2013.06.29	1	10	20	32	35	40
551	2013.06.22	3	6	20	24	27	44
550	2013.06.15	1	7	14	20	34	37
549	2013.06.08	29	31	35	38	40	44
548	2013.06.01	1	12	13	21	32	45
547	2013.05.25	6	7	15	22	34	39
546	2013.05.18	8	17	20	27	37	43
545	2013.05.11	4	24	25	27	34	35
544	2013.05.04	5	17	21	25	36	44
543	2013.04.27	13	18	26	31	34	44
542	2013.04.20	5	6	19	26	41	45
541	2013.04.13	8	13	26	28	32	34
540	2013.04.06	3	12	13	15	34	36
539	2013.03.30	3	19	22	31	42	43
538	2013.03.23	6	10	18	31	32	34
537	2013.03.16	12	23	26	30	36	43
536	2013.03.09	7	8	18	32	37	43
535	2013.03.02	11	12	14	15	18	39
534	2013.02.23	10	24	26	29	37	38
533	2013.02.16	9	14	15	17	31	33
532	2013.02.09	16	17	23	24	29	44
531	2013.02.02	1	5	9	21	27	35
530	2013.01.26	16	23	27	29	33	41
529	2013.01.19	18	20	24	27	31	42
528	2013.01.12	5	17	25	31	39	40
527	2013.01.05	1	12	22	32	33	42
526	2012.12.29	7	14	17	20	35	39
525	2012.12.22	11	23	26	29	39	44
524	2012.12.15	10	11	29	38	41	45
523	2012.12.08	1	4	37	38	40	45
522	2012.12.01	4	5	13	14	37	41
521	2012.11.24	3	7	18	29	32	36
520	2012.11.17	4	22	27	28	38	40
519	2012.11.10	6	8	13	16	30	43
518	2012.11.03	14	23	30	32	34	38
517	2012.10.27	1	9	12	28	36	41
516	2012.10.20	2	8	23	41	43	44
515	2012.10.13	2	11	12	15	23	37
514	2012.10.06	1	15	20	26	35	42
513	2012.09.29	5	8	21	23	27	33
512	2012.09.22	4	5	9	13	26	27
511	2012.09.15	3	7	14	23	26	42
510	2012.09.08	12	29	32	33	39	40
509	2012.09.01	12	25	29	35	42	43
508	2012.08.25	5	27	31	34	35	43
507	2012.08.18	12	13	32	33	40	41
506	2012.08.11	6	9	11	22	24	30
505	2012.08.04	7	20	22	25	38	40
504	2012.07.28	6	14	22	26	43	44
503	2012.07.21	1	5	27	30	34	36
502	2012.07.14	6	22	28	32	34	40
501	2012.07.07	1	4	10	17	31	42
500	2012.06.30	3	4	12	20	24	34
499	2012.06.23	5	20	23	27	35	40
498	2012.06.16	13	14	24	32	39	41
497	2012.06.09	19	20	23	24	43	44
496	2012.06.02	4	13	20	29	36	41
495	2012.05.26	4	13	22	27	34	44
494	2012.05.19	5	7	8	15	30	43
493	2012.05.12	20	22	26	33	36	37
492	2012.05.05	22	27	31	35	37	40
491	2012.04.28	8	17	35	36	39	42
490	2012.04.21	2	7	26	29	40	43
489	2012.04.14	2	4	8	15	20	27
488	2012.04.07	2	8	17	30	31	38
487	2012.03.31	4	8	25	27	37	41
486	2012.03.24	1	2	23	25	38	40
485	2012.03.17	17	22	26	27	36	39
484	2012.03.10	1	3	27	28	32	45
483	2012.03.03	12	15	19	22	28	34
482	2012.02.25	1	10	16	24	25	35
481	2012.02.18	3	4	23	29	40	41
480	2012.02.11	3	5	10	17	30	31
479	2012.02.04	8	23	25	27	35	44
478	2012.01.28	18	29	30	37	39	43
477	2012.01.21	14	25	29	32	33	45
476	2012.01.14	9	12	13	15	37	38
475	2012.01.07	1	9	14	16	21	29
474	2011.12.31	4	13	18	31	33	45
473	2011.12.24	8	13	20	22	23	36
472	2011.12.17	16	25	26	31	36	43
471	2011.12.10	6	13	29	37	39	41
470	2011.12.03	10	16	20	39	41	42
469	2011.11.26	4	21	22	34	37	38
468	2011.11.19	8	13	15	28	37	43
467	2011.11.12	2	12	14	17	24	40
466	2011.11.05	4	10	13	23	32	44
465	2011.10.29	1	8	11	13	22	38
464	2011.10.22	6	12	15	34	42	44
463	2011.10.15	23	29	31	33	34	44
462	2011.10.08	3	20	24	32	37	45
461	2011.10.01	11	18	26	31	37	40
460	2011.09.24	8	11	28	30	43	45
459	2011.09.17	4	6	10	14	25	40
458	2011.09.10	4	9	10	32	36	40
457	2011.09.03	8	10	18	23	27	40
456	2011.08.27	1	7	12	18	23	27
455	2011.08.20	4	19	20	26	30	35
454	2011.08.13	13	25	27	34	38	41
453	2011.08.06	12	24	33	38	40	42
452	2011.07.30	8	10	18	30	32	34
451	2011.07.23	12	15	20	24	30	38
450	2011.07.16	6	14	19	21	23	31
449	2011.07.09	3	10	20	26	35	43
448	2011.07.02	3	7	13	27	40	41
447	2011.06.25	2	7	8	9	17	33
446	2011.06.18	1	11	12	14	26	35
445	2011.06.11	13	20	21	30	39	45
444	2011.06.04	11	13	23	35	43	45
443	2011.05.28	4	6	10	19	20	44
442	2011.05.21	25	27	29	36	38	40
441	2011.05.14	1	23	28	30	34	35
440	2011.05.07	10	22	28	34	36	44
439	2011.04.30	17	20	30	31	37	40
438	2011.04.23	6	12	20	26	29	38
437	2011.04.16	11	16	29	38	41	44
436	2011.04.09	9	14	20	22	33	34
435	2011.04.02	8	16	26	30	38	45
434	2011.03.26	3	13	20	24	33	37
433	2011.03.19	19	23	29	33	35	43
432	2011.03.12	2	3	5	11	27	39
431	2011.03.05	18	22	25	31	38	45
430	2011.02.26	1	3	16	18	30	34
429	2011.02.19	3	23	28	34	39	42
428	2011.02.12	12	16	19	22	37	40
427	2011.02.05	6	7	15	24	28	30
426	2011.01.29	4	17	18	27	39	43
425	2011.01.22	8	10	14	27	33	38
424	2011.01.15	10	11	26	31	34	44
423	2011.01.08	1	17	27	28	29	40
422	2011.01.01	8	15	19	21	34	44
421	2010.12.25	6	11	26	27	28	44
420	2010.12.18	4	9	10	29	31	34
419	2010.12.11	2	11	13	14	28	30
418	2010.12.04	11	13	15	26	28	34
417	2010.11.27	4	5	14	20	22	43
416	2010.11.20	5	6	8	11	22	26
415	2010.11.13	7	17	20	26	30	40
414	2010.11.06	2	14	15	22	23	44
413	2010.10.30	2	9	15	23	34	40
412	2010.10.23	4	7	39	41	42	45
411	2010.10.16	11	14	22	35	37	39
410	2010.10.09	1	3	18	32	40	41
409	2010.10.02	6	9	21	31	32	40
408	2010.09.25	9	20	21	22	30	37
407	2010.09.18	6	7	13	16	24	25
406	2010.09.11	7	12	21	24	27	36
405	2010.09.04	1	2	10	25	26	44
404	2010.08.28	5	20	21	24	33	40
403	2010.08.21	10	14	22	24	28	37
402	2010.08.14	5	9	15	19	22	36
401	2010.08.07	6	12	18	31	38	43
400	2010.07.31	9	21	27	34	41	43
399	2010.07.24	1	2	9	17	19	42
398	2010.07.17	10	15	20	23	42	44
397	2010.07.10	12	13	17	22	25	33
396	2010.07.03	18	20	31	34	40	45
395	2010.06.26	11	15	20	26	31	35
394	2010.06.19	1	13	20	22	25	28
393	2010.06.12	9	16	28	40	41	43
392	2010.06.05	1	3	7	8	24	42
391	2010.05.29	10	11	18	22	28	39
390	2010.05.22	16	17	28	37	39	40
389	2010.05.15	7	16	18	20	23	26
388	2010.05.08	1	8	9	17	29	32
387	2010.05.01	1	26	31	34	40	43
386	2010.04.24	4	7	10	19	31	40
385	2010.04.17	7	12	19	21	29	32
384	2010.04.10	11	22	24	32	36	38
383	2010.04.03	4	15	28	33	37	40
382	2010.03.27	10	15	22	24	27	42
381	2010.03.20	1	5	10	12	16	20
380	2010.03.13	1	2	8	17	26	37
379	2010.03.06	6	10	22	31	35	40
378	2010.02.27	5	22	29	31	34	39
377	2010.02.20	6	22	29	37	43	45
376	2010.02.13	1	11	13	24	28	40
375	2010.02.06	4	8	19	25	27	45
374	2010.01.30	11	13	15	17	25	34
373	2010.01.23	15	26	37	42	43	45
372	2010.01.16	8	11	14	16	18	21
371	2010.01.09	7	9	15	26	27	42
370	2010.01.02	16	18	24	42	44	45
